I err_I B B_error l_Fe err_l_Fe d 
2.4060 0.0005 854.0000 25.6200 0.4770 0.0040 0.0020
2.4225 0.0005 857.5000 25.7250 0.4770 0.0040 0.0020
2.4315 0.0005 860.0000 25.8000 0.4770 0.0040 0.0020
2.4375 0.0005 862.0000 25.8600 0.4770 0.0040 0.0020
2.4555 0.0005 864.5000 25.9350 0.4770 0.0040 0.0020
2.4795 0.0005 870.0000 26.1000 0.4770 0.0040 0.0020
2.4915 0.0005 873.5000 26.2050 0.4770 0.0040 0.0020
2.5065 0.0005 876.5000 26.2950 0.4770 0.0040 0.0020
2.5260 0.0005 880.5000 26.4150 0.4770 0.0040 0.0020
2.5440 0.0005 884.5000 26.5350 0.4770 0.0040 0.0020
2.5545 0.0005 887.5000 26.6250 0.4770 0.0040 0.0020
2.5740 0.0005 891.0000 26.7300 0.4770 0.0040 0.0020
2.5980 0.0005 895.5000 26.8650 0.4770 0.0040 0.0020
2.6145 0.0005 899.5000 26.9850 0.4770 0.0040 0.0020
2.6325 0.0005 903.5000 27.1050 0.4770 0.0040 0.0020
2.6505 0.0005 907.5000 27.2250 0.4770 0.0040 0.0020
2.6715 0.0005 911.0000 27.3300 0.4770 0.0040 0.0020
2.6880 0.0005 914.5000 27.4350 0.4770 0.0040 0.0020
2.7120 0.0005 919.0000 27.5700 0.4770 0.0040 0.0020
2.7285 0.0005 922.5000 27.6750 0.4770 0.0040 0.0020
2.7450 0.0005 926.0000 27.7800 0.4770 0.0040 0.0020
2.7675 0.0005 930.0000 27.9000 0.4770 0.0040 0.0020
2.7945 0.0005 934.5000 28.0350 0.4770 0.0040 0.0020
2.8050 0.0005 937.5000 28.1250 0.4770 0.0040 0.0020
2.8140 0.0005 939.5000 28.1850 0.4770 0.0040 0.0020
2.8320 0.0005 942.0000 28.2600 0.4770 0.0040 0.0020
2.8500 0.0005 946.0000 28.3800 0.4770 0.0040 0.0020
2.8620 0.0005 948.0000 28.4400 0.4770 0.0040 0.0020
2.8680 0.0005 949.5000 28.4850 0.4770 0.0040 0.0020
2.8755 0.0005 950.5000 28.5150 0.4770 0.0040 0.0020
2.8845 0.0005 952.0000 28.5600 0.4770 0.0040 0.0020
2.8965 0.0005 954.0000 28.6200 0.4770 0.0040 0.0020
2.9115 0.0005 956.5000 28.6950 0.4770 0.0040 0.0020
2.9190 0.0005 958.0000 28.7400 0.4770 0.0040 0.0020
2.9325 0.0005 960.0000 28.8000 0.4770 0.0040 0.0020
2.9370 0.0005 961.0000 28.8300 0.4770 0.0040 0.0020
2.9370 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9400 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9400 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9385 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9340 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9340 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9370 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 962.0000 28.8600 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9355 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9340 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9310 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9310 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9295 0.0005 961.0000 28.8300 0.4770 0.0040 0.0020
2.9295 0.0005 961.5000 28.8450 0.4770 0.0040 0.0020
2.9250 0.0005 961.0000 28.8300 0.4770 0.0040 0.0020
2.9235 0.0005 961.0000 28.8300 0.4770 0.0040 0.0020
2.9220 0.0005 960.5000 28.8150 0.4770 0.0040 0.0020
2.9205 0.0005 960.5000 28.8150 0.4770 0.0040 0.0020
2.9190 0.0005 960.5000 28.8150 0.4770 0.0040 0.0020
2.9175 0.0005 960.5000 28.8150 0.4770 0.0040 0.0020
2.9175 0.0005 960.0000 28.8000 0.4770 0.0040 0.0020
2.9160 0.0005 960.0000 28.8000 0.4770 0.0040 0.0020
2.9130 0.0005 960.5000 28.8150 0.4770 0.0040 0.0020
2.9100 0.0005 959.5000 28.7850 0.4770 0.0040 0.0020
2.9040 0.0005 959.5000 28.7850 0.4770 0.0040 0.0020
2.9025 0.0005 959.5000 28.7850 0.4770 0.0040 0.0020
2.9010 0.0005 959.0000 28.7700 0.4770 0.0040 0.0020
2.8995 0.0005 959.0000 28.7700 0.4770 0.0040 0.0020
2.8995 0.0005 959.0000 28.7700 0.4770 0.0040 0.0020
2.8980 0.0005 959.0000 28.7700 0.4770 0.0040 0.0020
2.8965 0.0005 959.0000 28.7700 0.4770 0.0040 0.0020
2.8980 0.0005 959.0000 28.7700 0.4770 0.0040 0.0020
2.8965 0.0005 958.5000 28.7550 0.4770 0.0040 0.0020
2.8935 0.0005 958.5000 28.7550 0.4770 0.0040 0.0020
2.8935 0.0005 958.5000 28.7550 0.4770 0.0040 0.0020
2.8935 0.0005 958.5000 28.7550 0.4770 0.0040 0.0020
2.8935 0.0005 958.5000 28.7550 0.4770 0.0040 0.0020
2.8905 0.0005 958.5000 28.7550 0.4770 0.0040 0.0020
2.8905 0.0005 958.5000 28.7550 0.4770 0.0040 0.0020
2.8890 0.0005 958.5000 28.7550 0.4770 0.0040 0.0020
2.8905 0.0005 958.0000 28.7400 0.4770 0.0040 0.0020
2.8875 0.0005 958.0000 28.7400 0.4770 0.0040 0.0020
2.8860 0.0005 958.0000 28.7400 0.4770 0.0040 0.0020
2.8845 0.0005 957.5000 28.7250 0.4770 0.0040 0.0020
2.8785 0.0005 957.0000 28.7100 0.4770 0.0040 0.0020
2.8710 0.0005 957.0000 28.7100 0.4770 0.0040 0.0020
2.8710 0.0005 956.5000 28.6950 0.4770 0.0040 0.0020
2.8680 0.0005 956.5000 28.6950 0.4770 0.0040 0.0020
2.8650 0.0005 956.5000 28.6950 0.4770 0.0040 0.0020
2.8650 0.0005 956.0000 28.6800 0.4770 0.0040 0.0020
2.8650 0.0005 956.0000 28.6800 0.4770 0.0040 0.0020
2.8620 0.0005 956.0000 28.6800 0.4770 0.0040 0.0020
2.8620 0.0005 955.5000 28.6650 0.4770 0.0040 0.0020
2.8590 0.0005 956.0000 28.6800 0.4770 0.0040 0.0020
2.8560 0.0005 955.5000 28.6650 0.4770 0.0040 0.0020
2.8545 0.0005 955.0000 28.6500 0.4770 0.0040 0.0020
2.8515 0.0005 955.0000 28.6500 0.4770 0.0040 0.0020
2.8500 0.0005 954.5000 28.6350 0.4770 0.0040 0.0020
2.8485 0.0005 954.5000 28.6350 0.4770 0.0040 0.0020
2.8425 0.0005 954.0000 28.6200 0.4770 0.0040 0.0020
2.8410 0.0005 954.0000 28.6200 0.4770 0.0040 0.0020
2.8380 0.0005 953.5000 28.6050 0.4770 0.0040 0.0020
2.8320 0.0005 953.5000 28.6050 0.4770 0.0040 0.0020
2.8290 0.0005 952.5000 28.5750 0.4770 0.0040 0.0020
2.8230 0.0005 952.0000 28.5600 0.4770 0.0040 0.0020
2.8215 0.0005 952.0000 28.5600 0.4770 0.0040 0.0020
2.8185 0.0005 951.5000 28.5450 0.4770 0.0040 0.0020
2.8170 0.0005 951.5000 28.5450 0.4770 0.0040 0.0020
2.8155 0.0005 951.5000 28.5450 0.4770 0.0040 0.0020
2.8155 0.0005 951.5000 28.5450 0.4770 0.0040 0.0020
2.8095 0.0005 951.0000 28.5300 0.4770 0.0040 0.0020
2.8080 0.0005 950.5000 28.5150 0.4770 0.0040 0.0020
2.8005 0.0005 949.5000 28.4850 0.4770 0.0040 0.0020
2.7900 0.0005 948.5000 28.4550 0.4770 0.0040 0.0020
2.7795 0.0005 948.0000 28.4400 0.4770 0.0040 0.0020
2.7750 0.0005 947.0000 28.4100 0.4770 0.0040 0.0020
2.7705 0.0005 946.5000 28.3950 0.4770 0.0040 0.0020
2.7660 0.0005 946.0000 28.3800 0.4770 0.0040 0.0020
2.7630 0.0005 945.5000 28.3650 0.4770 0.0040 0.0020
2.7570 0.0005 945.5000 28.3650 0.4770 0.0040 0.0020
2.7540 0.0005 945.0000 28.3500 0.4770 0.0040 0.0020
2.7465 0.0005 944.0000 28.3200 0.4770 0.0040 0.0020
2.7375 0.0005 943.0000 28.2900 0.4770 0.0040 0.0020
2.7330 0.0005 942.5000 28.2750 0.4770 0.0040 0.0020
2.7255 0.0005 942.0000 28.2600 0.4770 0.0040 0.0020
2.7180 0.0005 941.0000 28.2300 0.4770 0.0040 0.0020
2.7120 0.0005 940.5000 28.2150 0.4770 0.0040 0.0020
2.7045 0.0005 939.5000 28.1850 0.4770 0.0040 0.0020
2.7000 0.0005 939.0000 28.1700 0.4770 0.0040 0.0020
2.6985 0.0005 938.5000 28.1550 0.4770 0.0040 0.0020
2.6940 0.0005 938.0000 28.1400 0.4770 0.0040 0.0020
2.6865 0.0005 937.5000 28.1250 0.4770 0.0040 0.0020
2.6820 0.0005 937.0000 28.1100 0.4770 0.0040 0.0020
2.6775 0.0005 936.5000 28.0950 0.4770 0.0040 0.0020
2.6715 0.0005 935.5000 28.0650 0.4770 0.0040 0.0020
2.6625 0.0005 934.5000 28.0350 0.4770 0.0040 0.0020
2.6490 0.0005 933.0000 27.9900 0.4770 0.0040 0.0020
2.6370 0.0005 931.5000 27.9450 0.4770 0.0040 0.0020
2.6310 0.0005 930.5000 27.9150 0.4770 0.0040 0.0020
2.6220 0.0005 929.5000 27.8850 0.4770 0.0040 0.0020
2.6145 0.0005 928.5000 27.8550 0.4770 0.0040 0.0020
2.6070 0.0005 927.5000 27.8250 0.4770 0.0040 0.0020
2.5995 0.0005 926.5000 27.7950 0.4770 0.0040 0.0020
2.5935 0.0005 925.5000 27.7650 0.4770 0.0040 0.0020
2.5920 0.0005 925.0000 27.7500 0.4770 0.0040 0.0020
2.5845 0.0005 924.5000 27.7350 0.4770 0.0040 0.0020
2.5770 0.0005 923.5000 27.7050 0.4770 0.0040 0.0020
2.5695 0.0005 922.0000 27.6600 0.4770 0.0040 0.0020
2.5620 0.0005 921.5000 27.6450 0.4770 0.0040 0.0020
2.5560 0.0005 920.5000 27.6150 0.4770 0.0040 0.0020
2.5545 0.0005 920.0000 27.6000 0.4770 0.0040 0.0020
2.5545 0.0005 919.5000 27.5850 0.4770 0.0040 0.0020
2.5470 0.0005 919.0000 27.5700 0.4770 0.0040 0.0020
2.5425 0.0005 918.5000 27.5550 0.4770 0.0040 0.0020
2.5380 0.0005 917.5000 27.5250 0.4770 0.0040 0.0020
2.5335 0.0005 917.0000 27.5100 0.4770 0.0040 0.0020
2.5290 0.0005 916.0000 27.4800 0.4770 0.0040 0.0020
2.5260 0.0005 915.5000 27.4650 0.4770 0.0040 0.0020
2.5200 0.0005 915.0000 27.4500 0.4770 0.0040 0.0020
2.5170 0.0005 914.5000 27.4350 0.4770 0.0040 0.0020
2.5095 0.0005 913.5000 27.4050 0.4770 0.0040 0.0020
2.5020 0.0005 912.5000 27.3750 0.4770 0.0040 0.0020
2.4900 0.0005 910.5000 27.3150 0.4770 0.0040 0.0020
2.4840 0.0005 909.5000 27.2850 0.4770 0.0040 0.0020
2.4750 0.0005 908.5000 27.2550 0.4770 0.0040 0.0020
2.4705 0.0005 907.5000 27.2250 0.4770 0.0040 0.0020
2.4645 0.0005 907.0000 27.2100 0.4770 0.0040 0.0020
2.4615 0.0005 906.0000 27.1800 0.4770 0.0040 0.0020
2.4555 0.0005 905.0000 27.1500 0.4770 0.0040 0.0020
2.4435 0.0005 903.5000 27.1050 0.4770 0.0040 0.0020
2.4360 0.0005 902.0000 27.0600 0.4770 0.0040 0.0020
2.4285 0.0005 901.0000 27.0300 0.4770 0.0040 0.0020
2.4270 0.0005 900.5000 27.0150 0.4770 0.0040 0.0020
2.4195 0.0005 899.5000 26.9850 0.4770 0.0040 0.0020
2.4135 0.0005 898.5000 26.9550 0.4770 0.0040 0.0020
2.4120 0.0005 897.5000 26.9250 0.4770 0.0040 0.0020
2.4075 0.0005 897.0000 26.9100 0.4770 0.0040 0.0020
2.4060 0.0005 896.5000 26.8950 0.4770 0.0040 0.0020
2.4045 0.0005 896.5000 26.8950 0.4770 0.0040 0.0020
2.4045 0.0005 896.0000 26.8800 0.4770 0.0040 0.0020
2.3970 0.0005 895.5000 26.8650 0.4770 0.0040 0.0020
2.3880 0.0005 894.0000 26.8200 0.4770 0.0040 0.0020
2.3775 0.0005 892.5000 26.7750 0.4770 0.0040 0.0020
2.3655 0.0005 890.5000 26.7150 0.4770 0.0040 0.0020
2.3595 0.0005 889.0000 26.6700 0.4770 0.0040 0.0020
2.3535 0.0005 888.0000 26.6400 0.4770 0.0040 0.0020
2.3520 0.0005 887.5000 26.6250 0.4770 0.0040 0.0020
2.3520 0.0005 887.0000 26.6100 0.4770 0.0040 0.0020
2.3520 0.0005 887.0000 26.6100 0.4770 0.0040 0.0020
2.3490 0.0005 887.0000 26.6100 0.4770 0.0040 0.0020
2.3460 0.0005 886.0000 26.5800 0.4770 0.0040 0.0020
2.3415 0.0005 885.5000 26.5650 0.4770 0.0040 0.0020
2.3400 0.0005 885.0000 26.5500 0.4770 0.0040 0.0020
2.3340 0.0005 884.5000 26.5350 0.4770 0.0040 0.0020
2.3280 0.0005 883.5000 26.5050 0.4770 0.0040 0.0020
2.3145 0.0005 881.5000 26.4450 0.4770 0.0040 0.0020
2.3115 0.0005 880.0000 26.4000 0.4770 0.0040 0.0020
2.3070 0.0005 879.0000 26.3700 0.4770 0.0040 0.0020
2.2980 0.0005 878.0000 26.3400 0.4770 0.0040 0.0020
2.2830 0.0005 876.0000 26.2800 0.4770 0.0040 0.0020
2.2620 0.0005 872.0000 26.1600 0.4770 0.0040 0.0020
2.2545 0.0005 869.5000 26.0850 0.4770 0.0040 0.0020
2.2530 0.0005 868.5000 26.0550 0.4770 0.0040 0.0020
2.2515 0.0005 868.5000 26.0550 0.4770 0.0040 0.0020
2.2485 0.0005 868.0000 26.0400 0.4770 0.0040 0.0020
2.2410 0.0005 866.5000 25.9950 0.4770 0.0040 0.0020
2.2395 0.0005 866.5000 25.9950 0.4770 0.0040 0.0020
2.2365 0.0005 865.5000 25.9650 0.4770 0.0040 0.0020
2.2335 0.0005 864.5000 25.9350 0.4770 0.0040 0.0020
2.2290 0.0005 864.0000 25.9200 0.4770 0.0040 0.0020
2.2275 0.0005 863.5000 25.9050 0.4770 0.0040 0.0020
2.2245 0.0005 863.0000 25.8900 0.4770 0.0040 0.0020
2.2170 0.0005 862.0000 25.8600 0.4770 0.0040 0.0020
2.2110 0.0005 861.0000 25.8300 0.4770 0.0040 0.0020
2.2050 0.0005 859.5000 25.7850 0.4770 0.0040 0.0020
2.1915 0.0005 857.5000 25.7250 0.4770 0.0040 0.0020
2.1885 0.0005 856.0000 25.6800 0.4770 0.0040 0.0020
2.1840 0.0005 855.0000 25.6500 0.4770 0.0040 0.0020
2.1825 0.0005 854.5000 25.6350 0.4770 0.0040 0.0020
2.1825 0.0005 854.0000 25.6200 0.4770 0.0040 0.0020
2.1735 0.0005 853.0000 25.5900 0.4770 0.0040 0.0020
2.1720 0.0005 852.5000 25.5750 0.4770 0.0040 0.0020
2.1660 0.0005 851.0000 25.5300 0.4770 0.0040 0.0020
2.1525 0.0005 849.0000 25.4700 0.4770 0.0040 0.0020
2.1525 0.0005 848.0000 25.4400 0.4770 0.0040 0.0020
2.1465 0.0005 847.0000 25.4100 0.4770 0.0040 0.0020
2.1405 0.0005 846.0000 25.3800 0.4770 0.0040 0.0020
2.1330 0.0005 844.5000 25.3350 0.4770 0.0040 0.0020
2.1285 0.0005 843.0000 25.2900 0.4770 0.0040 0.0020
2.1255 0.0005 842.0000 25.2600 0.4770 0.0040 0.0020
2.1210 0.0005 841.5000 25.2450 0.4770 0.0040 0.0020
2.1210 0.0005 841.0000 25.2300 0.4770 0.0040 0.0020
2.1165 0.0005 840.0000 25.2000 0.4770 0.0040 0.0020
2.1075 0.0005 839.5000 25.1850 0.4770 0.0040 0.0020
2.0895 0.0005 836.0000 25.0800 0.4770 0.0040 0.0020
2.0805 0.0005 833.0000 24.9900 0.4770 0.0040 0.0020
2.0715 0.0005 831.0000 24.9300 0.4770 0.0040 0.0020
2.0625 0.0005 828.5000 24.8550 0.4770 0.0040 0.0020
2.0550 0.0005 827.0000 24.8100 0.4770 0.0040 0.0020
2.0475 0.0005 825.5000 24.7650 0.4770 0.0040 0.0020
2.0460 0.0005 824.5000 24.7350 0.4770 0.0040 0.0020
2.0415 0.0005 823.5000 24.7050 0.4770 0.0040 0.0020
2.0400 0.0005 822.5000 24.6750 0.4770 0.0040 0.0020
2.0370 0.0005 822.0000 24.6600 0.4770 0.0040 0.0020
2.0325 0.0005 821.5000 24.6450 0.4770 0.0040 0.0020
2.0235 0.0005 819.5000 24.5850 0.4770 0.0040 0.0020
2.0130 0.0005 817.5000 24.5250 0.4770 0.0040 0.0020
2.0055 0.0005 816.0000 24.4800 0.4770 0.0040 0.0020
2.0010 0.0005 814.0000 24.4200 0.4770 0.0040 0.0020
1.9980 0.0005 813.0000 24.3900 0.4770 0.0040 0.0020
1.9920 0.0005 812.0000 24.3600 0.4770 0.0040 0.0020
1.9890 0.0005 811.5000 24.3450 0.4770 0.0040 0.0020
1.9860 0.0005 810.5000 24.3150 0.4770 0.0040 0.0020
1.9860 0.0005 810.0000 24.3000 0.4770 0.0040 0.0020
1.9740 0.0005 808.0000 24.2400 0.4770 0.0040 0.0020
1.9740 0.0005 807.0000 24.2100 0.4770 0.0040 0.0020
1.9725 0.0005 807.0000 24.2100 0.4770 0.0040 0.0020
1.9740 0.0005 806.5000 24.1950 0.4770 0.0040 0.0020
1.9650 0.0005 805.5000 24.1650 0.4770 0.0040 0.0020
1.9590 0.0005 804.0000 24.1200 0.4770 0.0040 0.0020
1.9500 0.0005 802.0000 24.0600 0.4770 0.0040 0.0020
1.9260 0.0005 798.0000 23.9400 0.4770 0.0040 0.0020
1.9110 0.0005 794.0000 23.8200 0.4770 0.0040 0.0020
1.8840 0.0005 788.0000 23.6400 0.4770 0.0040 0.0020
1.8660 0.0005 782.5000 23.4750 0.4770 0.0040 0.0020
1.8540 0.0005 778.5000 23.3550 0.4770 0.0040 0.0020
1.8390 0.0005 775.0000 23.2500 0.4770 0.0040 0.0020
1.8330 0.0005 772.5000 23.1750 0.4770 0.0040 0.0020
1.8225 0.0005 770.0000 23.1000 0.4770 0.0040 0.0020
1.8165 0.0005 768.0000 23.0400 0.4770 0.0040 0.0020
1.8135 0.0005 766.5000 22.9950 0.4770 0.0040 0.0020
1.8045 0.0005 765.0000 22.9500 0.4770 0.0040 0.0020
1.8000 0.0005 763.0000 22.8900 0.4770 0.0040 0.0020
1.7970 0.0005 762.0000 22.8600 0.4770 0.0040 0.0020
1.7925 0.0005 760.5000 22.8150 0.4770 0.0040 0.0020
1.7895 0.0005 760.0000 22.8000 0.4770 0.0040 0.0020
1.7865 0.0005 759.5000 22.7850 0.4770 0.0040 0.0020
1.7865 0.0005 759.0000 22.7700 0.4770 0.0040 0.0020
1.7835 0.0005 758.5000 22.7550 0.4770 0.0040 0.0020
1.7730 0.0005 756.5000 22.6950 0.4770 0.0040 0.0020
1.7715 0.0005 755.5000 22.6650 0.4770 0.0040 0.0020
1.7685 0.0005 754.5000 22.6350 0.4770 0.0040 0.0020
1.7640 0.0005 753.5000 22.6050 0.4770 0.0040 0.0020
1.7595 0.0005 752.0000 22.5600 0.4770 0.0040 0.0020
1.7565 0.0005 751.0000 22.5300 0.4770 0.0040 0.0020
1.7550 0.0005 750.5000 22.5150 0.4770 0.0040 0.0020
1.7580 0.0005 750.5000 22.5150 0.4770 0.0040 0.0020
1.7550 0.0005 750.0000 22.5000 0.4770 0.0040 0.0020
1.7505 0.0005 749.5000 22.4850 0.4770 0.0040 0.0020
1.7475 0.0005 749.0000 22.4700 0.4770 0.0040 0.0020
1.7505 0.0005 748.5000 22.4550 0.4770 0.0040 0.0020
1.7475 0.0005 748.5000 22.4550 0.4770 0.0040 0.0020
1.7460 0.0005 748.0000 22.4400 0.4770 0.0040 0.0020
1.7460 0.0005 747.5000 22.4250 0.4770 0.0040 0.0020
1.7445 0.0005 747.5000 22.4250 0.4770 0.0040 0.0020
1.7460 0.0005 747.0000 22.4100 0.4770 0.0040 0.0020
1.7385 0.0005 746.5000 22.3950 0.4770 0.0040 0.0020
1.7175 0.0005 742.5000 22.2750 0.4770 0.0040 0.0020
1.6935 0.0005 737.0000 22.1100 0.4770 0.0040 0.0020
1.6770 0.0005 731.5000 21.9450 0.4770 0.0040 0.0020
1.6635 0.0005 727.0000 21.8100 0.4770 0.0040 0.0020
1.6575 0.0005 724.5000 21.7350 0.4770 0.0040 0.0020
1.6500 0.0005 722.0000 21.6600 0.4770 0.0040 0.0020
1.6335 0.0005 718.5000 21.5550 0.4770 0.0040 0.0020
1.6245 0.0005 715.5000 21.4650 0.4770 0.0040 0.0020
1.6140 0.0005 712.5000 21.3750 0.4770 0.0040 0.0020
1.6095 0.0005 710.5000 21.3150 0.4770 0.0040 0.0020
1.6065 0.0005 710.0000 21.3000 0.4770 0.0040 0.0020
1.6050 0.0005 708.5000 21.2550 0.4770 0.0040 0.0020
1.5960 0.0005 706.5000 21.1950 0.4770 0.0040 0.0020
1.5885 0.0005 704.5000 21.1350 0.4770 0.0040 0.0020
1.5765 0.0005 702.0000 21.0600 0.4770 0.0040 0.0020
1.5765 0.0005 700.5000 21.0150 0.4770 0.0040 0.0020
1.5750 0.0005 700.0000 21.0000 0.4770 0.0040 0.0020
1.5750 0.0005 699.5000 20.9850 0.4770 0.0040 0.0020
1.5600 0.0005 697.0000 20.9100 0.4770 0.0040 0.0020
1.5525 0.0005 694.0000 20.8200 0.4770 0.0040 0.0020
1.5495 0.0005 692.5000 20.7750 0.4770 0.0040 0.0020
1.5450 0.0005 691.5000 20.7450 0.4770 0.0040 0.0020
1.5390 0.0005 690.0000 20.7000 0.4770 0.0040 0.0020
1.5360 0.0005 689.0000 20.6700 0.4770 0.0040 0.0020
1.5300 0.0005 687.0000 20.6100 0.4770 0.0040 0.0020
1.5255 0.0005 685.0000 20.5500 0.4770 0.0040 0.0020
1.5195 0.0005 684.0000 20.5200 0.4770 0.0040 0.0020
1.5150 0.0005 682.5000 20.4750 0.4770 0.0040 0.0020
1.5075 0.0005 680.5000 20.4150 0.4770 0.0040 0.0020
1.4985 0.0005 678.5000 20.3550 0.4770 0.0040 0.0020
1.4970 0.0005 677.5000 20.3250 0.4770 0.0040 0.0020
1.4895 0.0005 675.0000 20.2500 0.4770 0.0040 0.0020
1.4790 0.0005 672.5000 20.1750 0.4770 0.0040 0.0020
1.4700 0.0005 670.0000 20.1000 0.4770 0.0040 0.0020
1.4655 0.0005 667.5000 20.0250 0.4770 0.0040 0.0020
1.4610 0.0005 666.0000 19.9800 0.4770 0.0040 0.0020
